nomBénéficiaire,idBeneficiaire,montant,objet,datesPériodeVersement,montant_reuse,nature,datepublication,dateConvention,nomAttribuant,idAttribuant
L'ACADEMIE DES RUCHES,50299030200049.0,8000,Fonctionnement,2021-08-26/2022-02-26,Inférieur à 30 000€,aide en numéraire,44518,44434,BORDEAUX METROPOLE,24330031600011.0
L'ACADEMIE DES RUCHES,50299030200049.0,10000,Aide au fonctionnement,2025-11-05 / 2026-05-05,Inférieur à 30 000€,Aide en numéraire,46036,45966,BORDEAUX METROPOLE,24330031600011.0
L'Afrique Chez Vous,43997812300024.0,48000,Solidarité Internationale Eau et Assainissement,2023-01-27/2023-07-27,Entre 30 000€ et 100 000€,aide en numéraire,45014,44953,BORDEAUX METROPOLE,24330031600011.0
L'ARBRE A PALABRES APV,82234558300000.0,20000,AP international solidarité eau TOGO,2020-02-20/2020-08-20,Inférieur à 30 000€,aide en numéraire,44068,43881,BORDEAUX METROPOLE,24330031600000.0
L'ART DANS TOUS SES ETATS,82155741000015.0,6600,Eté métropolitain,2019-06-12/2019-12-12,Inférieur à 30 000€,aide en numéraire,43636,43628,BORDEAUX METROPOLE,24330031600011.0
L'ATELIER REMUMENAGE,33483378700011.0,4000,Fonctionnement,2019-07-31/2020-01-31,Inférieur à 30 000€,aide en numéraire,43724,43677,BORDEAUX METROPOLE,24330031600011.0
L'Burn,84978746000013.0,10441,Aide à l'investissement immobilier,2023-12-10/2024-06-10,Inférieur à 30 000€,aide en numéraire,45386,45270,BORDEAUX METROPOLE,24330031600011.0
L'ECHOPPE ZERO DECHET,85273031600027.0,6000,Investissement,2021-07-21/2022-01-21,Inférieur à 30 000€,aide en numéraire,44418,44398,BORDEAUX METROPOLE,24330031600011.0
L'EPHEMERE,82138441900015.0,39961,Subvention d'investissement,2022-10-25/2023-04-25,Entre 30 000€ et 100 000€,aide en numéraire,44897,44859,BORDEAUX METROPOLE,24330031600011.0
L'EPHEMERE,82138441900015.0,17950,Aide au fonctionnement,2025-07-17 / 2026-01-17,Inférieur à 30 000€,Aide en numéraire,45911,45855,BORDEAUX METROPOLE,24330031600011.0
L'EPHEMERE,82138441900015.0,22050,Aide à l'investissement,2025-06-26 / 2025-12-26,Inférieur à 30 000€,Aide en numéraire,45911,45834,BORDEAUX METROPOLE,24330031600011.0
L'ORANGEADE,80016249700039.0,15000,Eté métropolitain,2019-05-21/2019-11-21,Inférieur à 30 000€,aide en numéraire,43636,43606,BORDEAUX METROPOLE,24330031600011.0
La Chataigneraie,49011083000018.0,20000,AAP Emploi et Quartiers,2023-12-20/2024-06-20,Inférieur à 30 000€,aide en numéraire,45324,45280,BORDEAUX METROPOLE,24330031600011.0
LA CHIFFONNE RIT,80039284700029.0,9711,Aide au fonctionnement,2025-07-17 / 2026-01-17,Inférieur à 30 000€,Aide en numéraire,46036,45855,BORDEAUX METROPOLE,24330031600011.0
LA CHIFFONNE RIT,80039284700029.0,87189,Aide à l'investissement,2025-06-26 / 2025-12-26,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45834,BORDEAUX METROPOLE,24330031600011.0
La Colline,48910279800019.0,6000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
LA CRAVATE SOLIDAIRE,84779999600016.0,28500,"Appel à Projets 
Emploi et Quartier",2022-12-01/2023-06-01,Inférieur à 30 000€,aide en numéraire,44943,44896,BORDEAUX METROPOLE,24330031600011.0
La Cravate Solidaire,84779999600016.0,16000,AAP Emploi et Quartiers,2023-12-20/2024-06-20,Inférieur à 30 000€,aide en numéraire,45324,45280,BORDEAUX METROPOLE,24330031600011.0
LA CRAVATE SOLIDAIRE,84779999600016.0,15000,Subvention de Fonctionnement,2022-01-24/2022-07-24,Inférieur à 30 000€,aide en numéraire,44624,44583,BORDEAUX METROPOLE,24330031600011.0
LA CRAVATE SOLIDAIRE BORDEAUX,84779999600016.0,30000,appel à projet FAJ,2020-12-09/2021-06-09,Inférieur à 30 000€,aide en numéraire,44229,44174,BORDEAUX METROPOLE,24330031600011.0
LA CRAVATE SOLIDAIRE BORDEAUX,84779999600016.0,20000,AAP CONTRAT LOCAL DES SOLIDARITES,2024-12-23/2025-06-23,Inférieur à 30 000€,Aide en numéraire,45751,45649,BORDEAUX METROPOLE,24330031600011.0
LA CRAVATE SOLIDAIRE BORDEAUX,84779999600016.0,12000,AAP CDV 2025,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
LA CRAVATE SOLIDAIRE BORDEAUX,84779999600016.0,30000,AAP CLS 2025,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
LA FABRIQUE POLA,44433758800000.0,114000,Fonctionnement,2020-03-26/2020-09-26,Entre 100 000€ et 500 000€,aide en numéraire,43929,43916,BORDEAUX METROPOLE,24330031600000.0
LA FABRIQUE POLA,44433758800040.0,114000,Subvention de fonctionnement,2022-04-25/2022-10-25,Entre 100 000€ et 500 000€,aide en numéraire,44713,44676,BORDEAUX METROPOLE,24330031600011.0
LA FABRIQUE POLA,44433758800040.0,114000,Fonctionnement,2021-03-02/2021-09-02,Entre 100 000€ et 500 000€,aide en numéraire,44418,44257,BORDEAUX METROPOLE,24330031600011.0
LA FABRIQUE POLA,44433758800000.0,15000,Fonctionnement,2020-11-19/2021-05-19,Inférieur à 30 000€,aide en numéraire,44166,44154,BORDEAUX METROPOLE,24330031600000.0
La Fabrique Pola,44433758800040.0,114000,aide au fonctionnement,2024-05-06/2024-11-06,Entre 100 000€ et 500 000€,aide en numéraire,45537,45418,BORDEAUX METROPOLE,24330031600011.0
LA FABRIQUE POLA,44433758800040.0,108300,Aide au fonctionnement,2025-05-14 / 2025-11-14,Entre 100 000€ et 500 000€,Aide en numéraire,45695,45791,BORDEAUX METROPOLE,24330031600011.0
LA FABRIQUE POLA,44433758800040.0,100000,Aide à l'investissement,2025-06-26 / 2025-12-26,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45834,BORDEAUX METROPOLE,24330031600011.0
La Flèche de Bordeaux,78184361000010.0,4500,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
La Foncière Solidaire,90374437300015.0,45000,Aide au fonctionnement,2023-12-08/2024-06-08,Entre 30 000€ et 100 000€,aide en numéraire,45324,45268,BORDEAUX METROPOLE,24330031600011.0
LA FONDATION CULTURE ET CIVILISATIONS DU VIN,80985790700038.0,1816000,Plan d'investissement,2021-10-27/2022-04-27,Supérieur à 500 000€,aide en numéraire,44550,44496,BORDEAUX METROPOLE,24330031600011.0
La French Tech,81831326400033.0,200000,aide au fonctionnement,2024-07-08/2025-01-08,Entre 100 000€ et 500 000€,aide en numéraire,45537,45481,BORDEAUX METROPOLE,24330031600011.0
LA FRONTIERE SOLIDAIRE NOUVELLE AQUITAINE,90374437300015.0,45000,Aide au fonctionnement,2025-01-09/2025-07-09,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45666,BORDEAUX METROPOLE,24330031600011.0
LA FUMAINERIE,85180791700014.0,20000,Investissement,2021-12-01/2022-06-01,Inférieur à 30 000€,aide en numéraire,44550,44531,BORDEAUX METROPOLE,24330031600011.0
LA FUMAINERIE,85180791700014.0,25000,Subvention de fonctionnement,2022-08-17/2023-02-17,Inférieur à 30 000€,aide en numéraire,44805,44790,BORDEAUX METROPOLE,24330031600011.0
LA MAISON DE LA PROMOTION SOCIALE,81910693100010.0,180000,Ma rénov Bordeaux Métropole,2021-06-14/2021-12-14,Entre 100 000€ et 500 000€,aide en numéraire,44550,44361,BORDEAUX METROPOLE,24330031600011.0
La Manuco,90094998300010.0,12602,Aide à l'investissement,2022-10-27/2023-04-27,Inférieur à 30 000€,aide en numéraire,45014,44861,BORDEAUX METROPOLE,24330031600011.0
LA MECANIQUE GENERALE,82469850000017.0,12500,Eté métropolitain,2019-06-03/2019-12-03,Inférieur à 30 000€,aide en numéraire,43636,43619,BORDEAUX METROPOLE,24330031600011.0
LA MÉMOIRE DE BORDEAUX,34221545600043.0,25525,Mise à disposition d'un agent,2021-05-12/2021-11-12,Inférieur à 30 000€,aide en numéraire,44418,44328,BORDEAUX METROPOLE,24330031600011.0
LA MÉMOIRE DE BORDEAUX,34221545600043.0,12778,Centre de doc. et recherche,2021-05-12/2021-11-12,Inférieur à 30 000€,aide en numéraire,44418,44328,BORDEAUX METROPOLE,24330031600011.0
LA MÉMOIRE DE BORDEAUX,34221545600043.0,73103,Fonctionnement,2021-05-12/2021-11-12,Entre 30 000€ et 100 000€,aide en numéraire,44418,44328,BORDEAUX METROPOLE,24330031600011.0
LA MÉMOIRE DE BORDEAUX,34221545600000.0,24339,Centre de doc. Et recherche,2020-09-29/2021-03-29,Inférieur à 30 000€,aide en numéraire,44166,44103,BORDEAUX METROPOLE,24330031600000.0
La Mémoire de Bordeaux,34221545600043.0,91000,Aide au fonctionnement,2023-05-04/2023-11-04,Entre 30 000€ et 100 000€,aide en numéraire,45097,45050,BORDEAUX METROPOLE,24330031600011.0
La Mémoire de Bordeaux,34221545600043.0,10000,Coupe du monde de Rugby France 2023,2023-05-23/2023-11-23,Inférieur à 30 000€,aide en numéraire,45097,45069,BORDEAUX METROPOLE,24330031600011.0
LA MÉMOIRE DE BORDEAUX METROPOLE,34221545600050.0,86450,Aide au fonctionnement,2025-05-28 / 2025-11-28,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45805,BORDEAUX METROPOLE,24330031600011.0
LA PETITE SŒUR,89961367300016.0,20950,Subvention d'Investissement,2022-05-02/2022-11-02,Inférieur à 30 000€,aide en numéraire,44713,44683,BORDEAUX METROPOLE,24330031600011.0
LA PLANCHE,84474944000013.0,27500,Investissement tiers lieu,2019-04-02/2019-10-02,Inférieur à 30 000€,aide en numéraire,43636,43557,BORDEAUX METROPOLE,24330031600011.0
LA RONDE DES QUARTIERS DE BORDEAUX,52539664400011.0,25000,Le bon goût,2019-10-25/2020-04-25,Inférieur à 30 000€,aide en numéraire,43784,43763,BORDEAUX METROPOLE,24330031600011.0
LA RONDE DES QUARTIERS DE BORDEAUX,52539664400000.0,25833,Animation commerciale,2019-12-24/2020-06-24,Inférieur à 30 000€,aide en numéraire,43853,43823,BORDEAUX METROPOLE,24330031600000.0
LA RONDE DES QUARTIERS DE BORDEAUX,52539664400000.0,15000,Zéro déchets,2020-05-11/2020-11-11,Inférieur à 30 000€,aide en numéraire,43984,43962,BORDEAUX METROPOLE,24330031600000.0
LA RONDE DES QUARTIERS DE BORDEAUX,52539664400000.0,15000,Aide pour création assos commerciales,2020-01-23/2020-07-23,Inférieur à 30 000€,aide en numéraire,43887,43853,BORDEAUX METROPOLE,24330031600000.0
LA RONDE DES QUARTIERS DE BORDEAUX,52539664400011.0,14500,Action CO²LIM,2018-12-18/2019-06-18,Inférieur à 30 000€,aide en numéraire,43502,43452,BORDEAUX METROPOLE,24330031600011.0
LA RONDE DES QUARTIERS DE BX,52539664400029.0,10000,Participation Etude Numérisation,2022-01-13/2022-07-13,Inférieur à 30 000€,aide en numéraire,44624,44574,BORDEAUX METROPOLE,24330031600011.0
LE BLEU DU CIEL,48466802500030.0,9000,Eté métropolitain,2019-05-28/2019-11-28,Inférieur à 30 000€,aide en numéraire,43636,43613,BORDEAUX METROPOLE,24330031600011.0
LE CARRE-COLONNES,52257430000000.0,45000,Festival Echappée Belle,2020-03-27/2020-09-27,Entre 30 000€ et 100 000€,aide en numéraire,43929,43917,BORDEAUX METROPOLE,24330031600000.0
LE COLLECTIF DES HABITANT DU HAUT CENON,93803311500016.0,19400,Aide au fonctionnement,2025-07-17 / 2026-01-17,Inférieur à 30 000€,Aide en numéraire,46036,45855,BORDEAUX METROPOLE,24330031600011.0
Le Garage Moderne,43470528100021.0,23000,MAMMA 2023,2023-08-07/2024-02-07,Inférieur à 30 000€,aide en numéraire,45216,45145,BORDEAUX METROPOLE,24330031600011.0
LE GARAGE MODERNE,43470528100000.0,30000,FAJ fonds aide aux jeunes,2019-12-12/2020-06-12,Inférieur à 30 000€,aide en numéraire,43853,43811,BORDEAUX METROPOLE,24330031600000.0
LE LAB,84217399900017.0,7000,investissement travaux Lormont,2019-03-08/2019-09-08,Inférieur à 30 000€,aide en numéraire,43557,43532,BORDEAUX METROPOLE,24330031600011.0
LE LIVRE VERT,79493089100013.0,15000,investissement,2018-12-18/2019-06-18,Inférieur à 30 000€,aide en numéraire,43502,43452,BORDEAUX METROPOLE,24330031600011.0
LE PARTENARIAT,32500114700000.0,29000,Appel à projet international solidarité eau,2020-02-20/2020-08-20,Inférieur à 30 000€,aide en numéraire,43984,43881,BORDEAUX METROPOLE,24330031600000.0
LE POULAILLER BIO MAJOLAN,90845559500011.0,14500,Aide à l'investissement FILA 2024,2025-03-31 / 2025-09-30,Inférieur à 30 000€,Aide en numéraire,45695,45747,BORDEAUX METROPOLE,24330031600011.0
LE PRADO,77558666200071.0,20000,Plateforme Louer Clé en Main,2022-12-08/2023-06-08,Inférieur à 30 000€,aide en numéraire,44943,44903,BORDEAUX METROPOLE,24330031600011.0
Le Prado,77558666200071.0,20000,"Plateforme ""Louer Clé en Main""",2023-12-15/2024-06-15,Inférieur à 30 000€,aide en numéraire,45386,45275,BORDEAUX METROPOLE,24330031600011.0
LE RITUEL,82978181400019.0,4500,Fonctionnement,2019-06-19/2019-12-19,Inférieur à 30 000€,aide en numéraire,43724,43635,BORDEAUX METROPOLE,24330031600011.0
LEO LAGRANGE FORMATION,31065677200202.0,437500,Aide au fonctionnement,2025-09-08 / 2026-03-08,Entre 100 000€ et 500 000€,Aide en numéraire,45911,45908,BORDEAUX METROPOLE,24330031600011.0
LEON A VELO,82959066000017.0,55000,MAMMA,2021-10-21/2022-04-21,Entre 30 000€ et 100 000€,aide en numéraire,44550,44490,BORDEAUX METROPOLE,24330031600011.0
LEON A VELO,82959066000017.0,55000,Subvention de Fonctionnement,2022-11-08/2023-05-08,Entre 30 000€ et 100 000€,aide en numéraire,44897,44873,BORDEAUX METROPOLE,24330031600011.0
LEON A VELO,82959066000017.0,55000,Fonctionnement,2019-04-30/2019-10-30,Entre 30 000€ et 100 000€,aide en numéraire,43636,43585,BORDEAUX METROPOLE,24330031600011.0
LEON A VELO,82959066000025.0,54600,Aide au fonctionnement pluriannuel 2025 à 2027,2025-04-03/2025-10-03,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45750,BORDEAUX METROPOLE,24330031600011.0
Léon à Vélo,82959066000025.0,56000,Maisons Métropolitaines  des Mobilités Alternatives 2024,2024-09-23/2025-03-23,Entre 30 000€ et 100 000€,aide en numéraire,45673,45558,BORDEAUX METROPOLE,24330031600011.0
Léon à Vélo,82959066000017.0,55000,MAMMA 2023,2023-07-12/2024-01-12,Entre 30 000€ et 100 000€,aide en numéraire,45216,45119,BORDEAUX METROPOLE,24330031600011.0
LES AMIS DE SOLEVENT,83822381600011.0,2000,Fonctionnement,2021-05-25/2021-11-25,Inférieur à 30 000€,aide en numéraire,44418,44341,BORDEAUX METROPOLE,24330031600011.0
LES ARTS AU MUR,43434085700037.0,15000,Evènements Artothèque 2022,2022-03-09/2022-09-09,Inférieur à 30 000€,aide en numéraire,44713,44629,BORDEAUX METROPOLE,24330031600011.0
LES ARTS AU MUR,43434085700000.0,15000,codev Bordeaux Métropolitain,2020-03-20/2020-09-20,Inférieur à 30 000€,aide en numéraire,43929,43910,BORDEAUX METROPOLE,24330031600000.0
LES ARTS AU MUR,43434085700037.0,15000,Fonctionnement,2021-01-28/2021-07-28,Inférieur à 30 000€,aide en numéraire,44229,44224,BORDEAUX METROPOLE,24330031600011.0
LES ARTS AU MUR,43434085700037.0,42000,Subvention d'Investissement,2022-04-19/2022-10-19,Entre 30 000€ et 100 000€,aide en numéraire,44713,44670,BORDEAUX METROPOLE,24330031600011.0
LES ARTS AU MUR,43434085700037.0,4000,Programme d'actions CDV 2022,2022-09-05/2023-03-05,Inférieur à 30 000€,aide en numéraire,44897,44809,BORDEAUX METROPOLE,24330031600011.0
LES ARTS AU MUR,43434085700037.0,15000,Arthothèque,2019-02-25/2019-08-25,Inférieur à 30 000€,aide en numéraire,43557,43521,BORDEAUX METROPOLE,24330031600011.0
Les Arts au Mur Artothèque,43434085700037.0,15000,Evènementiels 2023,2023-03-14/2023-09-14,Inférieur à 30 000€,aide en numéraire,45014,44999,BORDEAUX METROPOLE,24330031600011.0
LES ASSOCIES CREW,49206573500028.0,8826,Eté métropolitain,2019-05-28/2019-11-28,Inférieur à 30 000€,aide en numéraire,43636,43613,BORDEAUX METROPOLE,24330031600011.0
LES ASSOCIES CREW,49206573500028.0,100000,Championnat de France Breaking,2022-07-26/2023-01-26,Entre 30 000€ et 100 000€,aide en numéraire,44805,44768,BORDEAUX METROPOLE,24330031600011.0
LES BRUITS DE LA RUE,78989994500016.0,9720,Application TINKIET,2021-03-03/2021-09-03,Inférieur à 30 000€,aide en numéraire,44418,44258,BORDEAUX METROPOLE,24330031600011.0
LES DETRITIVORES,81292453800018.0,50000,action déchets,2019-08-22/2020-02-22,Entre 30 000€ et 100 000€,aide en numéraire,43724,43699,BORDEAUX METROPOLE,24330031600011.0
LES DROITS DU PIETON EN GIRONDE,41138802800010.0,500,CCSPL,2021-01-11/2021-07-11,Inférieur à 30 000€,aide en numéraire,44418,44207,BORDEAUX METROPOLE,24330031600011.0
LES JARDINS GARONNAIS,94934022800012.0,32609,Aide à l'investissement FILA 2024,2025-03-16/2025-09-16,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45732,BORDEAUX METROPOLE,24330031600011.0
LES JARDINS GARONNAIS,94934022800012.0,5500,Aide à l'investissement FILA 2024,2025-03-16 / 2025-09-16,Inférieur à 30 000€,Aide en numéraire,45695,45732,BORDEAUX METROPOLE,24330031600011.0
Les PEP 33,78185055700088.0,130900,Aide au fonctionnement,2023-04-27/2023-10-27,Entre 100 000€ et 500 000€,aide en numéraire,45097,45043,BORDEAUX METROPOLE,24330031600011.0
Les PEP 33,78185055700088.0,146900,Juniors du développement durable 2024,2024-02-16/2024-08-16,Entre 100 000€ et 500 000€,aide en numéraire,45673,45338,BORDEAUX METROPOLE,24330031600011.0
Les PEP 33,78185055700088.0,146900,aide au fonctionnement,2024-02-16/2024-08-16,Entre 100 000€ et 500 000€,aide en numéraire,45537,45338,BORDEAUX METROPOLE,24330031600011.0
LES PETITES CANTINES BORDEAUX,92078594600020.0,35000,ESS Aide à l'investissement,2025-09-12 / 2026-03-12,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45912,BORDEAUX METROPOLE,24330031600011.0
LES PETITES DEBROUILLARDS,41087071100083.0,20000,Aide au fonctionnement,2025-01-15/2025-07-15,Inférieur à 30 000€,Aide en numéraire,45751,45672,BORDEAUX METROPOLE,24330031600011.0
LES PETITS DEBROUILLARDS,41087071100083.0,7000,Programme d'actions CDV 2022,2022-08-22/2023-02-22,Inférieur à 30 000€,aide en numéraire,44897,44795,BORDEAUX METROPOLE,24330031600011.0
LES PETITS DEBROUILLARDS,41087071100083.0,3000,Aide au fonctionnement,2025-05-05 / 2025-11-05,Inférieur à 30 000€,Aide en numéraire,45695,45782,BORDEAUX METROPOLE,24330031600011.0
LES PETITS DEBROUILLARDS,41087071100083.0,10000,Aide au fonctionnement,2025-05-20 / 2025-11-20,Inférieur à 30 000€,Aide en numéraire,45695,45797,BORDEAUX METROPOLE,24330031600011.0
LES PETITS DEBROUILLARDS,41087071100083.0,5000,Aide au fonctionnnement,2025-05-20 / 2025-11-20,Inférieur à 30 000€,Aide en numéraire,45911,45797,BORDEAUX METROPOLE,24330031600011.0
Les Petits Débrouillards,41087071100083.0,7000,AAP Contrat de Ville,2023-08-31/2024-03-02,Inférieur à 30 000€,aide en numéraire,45216,45169,BORDEAUX METROPOLE,24330031600011.0
Les Puits du désert,43329360200028.0,50000,Solidarité Internationale Eau et Assainissement,2023-01-27/2023-07-27,Entre 30 000€ et 100 000€,aide en numéraire,45097,44953,BORDEAUX METROPOLE,24330031600011.0
LES QUATUORS A BORDEAUX,42243827500014.0,15000,Vivre ! Festival des quatuors,2021-10-11/2022-04-11,Inférieur à 30 000€,aide en numéraire,44518,44480,BORDEAUX METROPOLE,24330031600011.0
LES RACINES DE PONTAULIC,91265216100015.0,36000,Subvention d'investissement,2022-10-25/2023-04-25,Entre 30 000€ et 100 000€,aide en numéraire,44897,44859,BORDEAUX METROPOLE,24330031600011.0
Les Restaurants du Coeur,33986341700418.0,40000,Aide au fonctionnement,2023-10-26/2024-04-26,Entre 30 000€ et 100 000€,aide en numéraire,45324,45225,BORDEAUX METROPOLE,24330031600011.0
Les Restaurants du Coeur,33986341700418.0,10000,Subvention complémentaire,2023-12-12/2024-06-12,Inférieur à 30 000€,aide en numéraire,45324,45272,BORDEAUX METROPOLE,24330031600011.0
Les Restaurants du Coeur,33986341700418.0,25000,Concert les Enfoirés 2024,2023-12-12/2024-06-12,Inférieur à 30 000€,aide en numéraire,45324,45272,BORDEAUX METROPOLE,24330031600011.0
Les Restaurants du Cœur,37954994200025.0,50000,Projet Alimentaire Territorial,2024-10-10/2025-04-10,Entre 30 000€ et 100 000€,aide en numéraire,45673,45575,BORDEAUX METROPOLE,24330031600011.0
