nomBénéficiaire,idBeneficiaire,montant,objet,datesPériodeVersement,montant_reuse,nature,datepublication,dateConvention,nomAttribuant,idAttribuant
FESTIVAL DES ARTS DE BORDEAUX,44336259500037.0,160000,Aide au fonctionnnement,2025-05-27 / 2025-11-27,Entre 100 000€ et 500 000€,Aide en numéraire,45695,45804,BORDEAUX METROPOLE,24330031600011.0
FESTIVAL DU FILM D'HISTOIRE,37914022100019.0,50000,Festival Internatinal du Film d'Histoire,2022-03-01/2022-09-01,Entre 30 000€ et 100 000€,aide en numéraire,44624,44621,BORDEAUX METROPOLE,24330031600011.0
FESTIVAL INTER FILM D'HISTOIRE,37914022100019.0,50000,Festival international du film d'histoire,2021-10-10/2022-04-10,Entre 30 000€ et 100 000€,aide en numéraire,44518,44479,BORDEAUX METROPOLE,24330031600011.0
FESTIVAL INTERNATIONAL,37914022100019.0,50000,Festival du film d'histoire,2019-11-12/2020-05-12,Entre 30 000€ et 100 000€,aide en numéraire,43784,43781,BORDEAUX METROPOLE,24330031600011.0
Festival international,37914022100019.0,50000,Festival 2024,2024-10-24/2025-04-24,Entre 30 000€ et 100 000€,aide en numéraire,45673,45589,BORDEAUX METROPOLE,24330031600011.0
Festival International des Arts de Bordeaux Métropole,44336259500037.0,160000,Festival 2024,2024-05-10/2024-11-10,Entre 100 000€ et 500 000€,aide en numéraire,45537,45422,BORDEAUX METROPOLE,24330031600011.0
FESTIVAL INTERNATIONAL DES ARTS FAB,44336259500000.0,160000,Festival des arts,2020-04-10/2020-10-10,Entre 100 000€ et 500 000€,aide en numéraire,43984,43931,BORDEAUX METROPOLE,24330031600000.0
FESTIVAL ODP,82343035000012.0,40000,Festival ODP,2022-09-06/2023-03-06,Entre 30 000€ et 100 000€,aide en numéraire,44897,44810,BORDEAUX METROPOLE,24330031600011.0
Festival ODP,82343035000012.0,40000,Aide au fonctionnement,2023-05-09/2023-11-09,Entre 30 000€ et 100 000€,aide en numéraire,45097,45055,BORDEAUX METROPOLE,24330031600011.0
Festival ODP,82343035000012.0,40000,aide au fonctionnement,2024-03-01/2024-09-01,Entre 30 000€ et 100 000€,aide en numéraire,45386,45352,BORDEAUX METROPOLE,24330031600011.0
FESTIVAL ODP,82343035000012.0,40000,Festival ODP,2021-06-04/2021-12-04,Entre 30 000€ et 100 000€,aide en numéraire,44418,44351,BORDEAUX METROPOLE,24330031600011.0
FESTIVAL ODP,82343035000012.0,40000,Aide au fonctionnement,2025-08-11 / 2026-02-11,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45880,BORDEAUX METROPOLE,24330031600011.0
FIBOIS NOUVELLE-AQUITAINE,85147541800030.0,10000,Rencontres Woodrise,2021-09-20/2022-03-20,Inférieur à 30 000€,aide en numéraire,44518,44459,BORDEAUX METROPOLE,24330031600011.0
FIFH FESTIVAL DU FILM D'HISTOIRE,37914022100000.0,50000,Festival international du film d'histoire,2020-03-25/2020-09-25,Entre 30 000€ et 100 000€,aide en numéraire,43929,43915,BORDEAUX METROPOLE,24330031600000.0
FONCIERE SOLIDAIRE NA,90374437300015.0,45000,Subvention de Fonctionnement,2021-12-22/2022-06-22,Entre 30 000€ et 100 000€,aide en numéraire,44624,44917,BORDEAUX METROPOLE,24330031600011.0
FONDATION BERGONIE,80184893800000.0,50000,Prix Josy Reiffers 2019,2019-12-29/2020-06-29,Entre 30 000€ et 100 000€,aide en numéraire,43887,43828,BORDEAUX METROPOLE,24330031600000.0
FONDATION BERGONIE,80184893800016.0,50000,Aide au fonctionnement,2025-10-27 / 2026-04-27,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45957,BORDEAUX METROPOLE,24330031600011.0
Fondation Bordeaux Université,80380210700018.0,40000,Aide au fonctionement 2023/2027,2023-10-27/2024-04-27,Entre 30 000€ et 100 000€,aide en numéraire,45324,45226,BORDEAUX METROPOLE,24330031600011.0
FONDATION COS A.GLASBERG,77565757000104.0,40000,Aide au fonctionnement,2025-08-18 / 2026-02-18,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45887,BORDEAUX METROPOLE,24330031600011.0
FONDATION COS ALEXANDRE GLASBERG,77565757000377.0,40000,Foyer Quancard,2021-11-25/2022-05-25,Entre 30 000€ et 100 000€,aide en numéraire,44550,44525,BORDEAUX METROPOLE,24330031600011.0
Fondation COS Alexandre Glasberg - Foyer Quancard,77565757000377.0,40000,aide au fonctionnement,2024-09-16/2025-03-16,Entre 30 000€ et 100 000€,aide en numéraire,45673,45551,BORDEAUX METROPOLE,24330031600011.0
Fondation COS Alexandre Glasberg - Foyer Quancard,77565757000377.0,40000,Aide au fonctionement,2023-11-14/2024-05-14,Entre 30 000€ et 100 000€,aide en numéraire,45324,45244,BORDEAUX METROPOLE,24330031600011.0
Fondation d'Entreprise Bergoniè,80184893800016.0,50000,Prix Josy Reiffers 2024,2024-06-27/2024-12-27,Entre 30 000€ et 100 000€,aide en numéraire,45537,45470,BORDEAUX METROPOLE,24330031600011.0
FONDS ARMENIEN DE France,40092901400019.0,40000,AAP SOLIDARITE EAU,2025-01-28/2025-07-28,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45685,BORDEAUX METROPOLE,24330031600011.0
FONDS ARMENIEN DE FRANCE,40092901400019.0,40000,AAP - ACTION SOLIDARITE INTERNATIONAL 2025/2026,2025-11-20 / 2026-05-20,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45981,BORDEAUX METROPOLE,24330031600011.0
Foyer Fraternel,78184865000011.0,2500,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
FOYER FRATERNEL,78184865000011.0,2000,Plan pauvreté ALADDIN,2021-10-20/2022-04-20,Inférieur à 30 000€,aide en numéraire,44550,44489,BORDEAUX METROPOLE,24330031600011.0
FOYER FRATERNEL,78184865000011.0,2000,Projet ALLADIN 2022,2022-09-02/2023-03-02,Inférieur à 30 000€,aide en numéraire,44897,44806,BORDEAUX METROPOLE,24330031600011.0
FRANCE ACTIVE,45154609700028.0,41250,ESS programme d'actions,2019-06-12/2019-12-12,Entre 30 000€ et 100 000€,aide en numéraire,43636,43628,BORDEAUX METROPOLE,24330031600011.0
FRANCE ACTIVE,45154609700028.0,30000,Investissement sur outils financiers,2019-06-27/2019-12-27,Inférieur à 30 000€,aide en numéraire,43724,43643,BORDEAUX METROPOLE,24330031600011.0
FRANCE ACTIVE AQUITAINE,45154609700000.0,41250,Programme actions ESS/TPE,2020-03-31/2020-09-30,Entre 30 000€ et 100 000€,aide en numéraire,43929,43921,BORDEAUX METROPOLE,24330031600000.0
FRANCE ACTIVE AQUITAINE,45154609700028.0,30000,Dotation outils financiers,2021-06-28/2021-12-28,Inférieur à 30 000€,aide en numéraire,44518,44375,BORDEAUX METROPOLE,24330031600011.0
FRANCE ACTIVE AQUITAINE,45154609700000.0,30000,Dotation outils financiers,2020-03-31/2020-09-30,Inférieur à 30 000€,aide en numéraire,43929,43921,BORDEAUX METROPOLE,24330031600000.0
FRANCE ACTIVE N-A,45154609700028.0,30000,Aide à l'Investissement,2022-06-28/2022-12-28,Inférieur à 30 000€,aide en numéraire,44805,44740,BORDEAUX METROPOLE,24330031600011.0
FRANCE ACTIVE N-A,45154609700028.0,50000,Programme d'actions ESS,2022-06-28/2022-12-28,Entre 30 000€ et 100 000€,aide en numéraire,44805,44740,BORDEAUX METROPOLE,24330031600011.0
France ACTIVE NA,82101368700024.0,47500,Aide au fonctionnement,2025-08-04 / 2026-02-04,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45873,BORDEAUX METROPOLE,24330031600011.0
France ACTIVE NA,82101368700024.0,30000,Aide à l'investissement,2025-08-04 / 2026-02-04,Inférieur à 30 000€,Aide en numéraire,45911,45873,BORDEAUX METROPOLE,24330031600011.0
France Active Nouvelle Aquitaine,82101368700024.0,50000,aide au fonctionnement,2024-05-20/2024-11-20,Entre 30 000€ et 100 000€,aide en numéraire,45537,45432,BORDEAUX METROPOLE,24330031600011.0
FRANCE AMERIQUE LATINE,42191735200039.0,10500,AAP - ACTION SOLIDARITE INTERNATIONAL 2025/2026,2025-11-18 / 2026-05-18,Inférieur à 30 000€,Aide en numéraire,46036,45979,BORDEAUX METROPOLE,24330031600011.0
France VILLE DURABLE,81794385500020.0,15000,Subvention de Fonctionnement,2022-06-08/2022-12-08,Inférieur à 30 000€,aide en numéraire,44897,44720,BORDEAUX METROPOLE,24330031600011.0
FRENCH TECH,81831326400033.0,214000,Subvention de fonctionnement,2022-06-09/2022-12-09,Entre 100 000€ et 500 000€,aide en numéraire,44805,44721,BORDEAUX METROPOLE,24330031600011.0
FRENCH TECH BORDEAUX,81831326400033.0,190000,Aide au fonctionnement,2025-05-07 / 2025-11-07,Entre 100 000€ et 500 000€,Aide en numéraire,45695,45784,BORDEAUX METROPOLE,24330031600011.0
FrenchTech Bordeaux,81831326400033.0,214000,Aide au fonctionnement,2023-06-02/2023-12-02,Entre 100 000€ et 500 000€,aide en numéraire,45097,45079,BORDEAUX METROPOLE,24330031600011.0
FRENTECH BORDEAUX,81831326400025.0,204000,Fonctionnement,2019-06-12/2019-12-12,Entre 100 000€ et 500 000€,aide en numéraire,43636,43628,BORDEAUX METROPOLE,24330031600011.0
FRENTECH BORDEAUX,81831326400025.0,15000,programme d'actions,2019-06-12/2019-12-12,Inférieur à 30 000€,aide en numéraire,43636,43628,BORDEAUX METROPOLE,24330031600011.0
FRENTECH BORDEAUX,81831326400000.0,214000,Fonctionnement,2020-06-09/2020-12-09,Entre 100 000€ et 500 000€,aide en numéraire,44068,43991,BORDEAUX METROPOLE,24330031600000.0
FRENTECH BORDEAUX,81831326400025.0,214000,Fonctionnement,2021-06-30/2021-12-30,Entre 100 000€ et 500 000€,aide en numéraire,44418,44377,BORDEAUX METROPOLE,24330031600011.0
FUBICY,40767625300000.0,25000,20e congrès,2020-02-14/2020-08-14,Inférieur à 30 000€,aide en numéraire,43929,43875,BORDEAUX METROPOLE,24330031600000.0
Fun Per Second,92380976800016.0,50000,AAP Résidence  pour le cinéma,2024-04-18/2024-10-18,Entre 30 000€ et 100 000€,aide en numéraire,45537,45400,BORDEAUX METROPOLE,24330031600011.0
FUN PER SECOND,92380976800016.0,50000,AAP RESIDENCES CINEMA,2025-01-30/2025-07-30,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45687,BORDEAUX METROPOLE,24330031600011.0
GAEC TERRIENNES,91417069100010.0,1057,Aide à l'investissement,2025-10-01 / 2026-04-01,Inférieur à 30 000€,Aide en numéraire,46036,45931,BORDEAUX METROPOLE,24330031600011.0
GALAS,88105035500018.0,7000,Fonctionnement,2021-05-25/2021-11-25,Inférieur à 30 000€,aide en numéraire,44418,44341,BORDEAUX METROPOLE,24330031600011.0
GANG OF FOOD,83273861100000.0,36000,Eté métropolitain,2020-06-15/2020-12-15,Entre 30 000€ et 100 000€,aide en numéraire,44068,43997,BORDEAUX METROPOLE,24330031600000.0
GANG OF FOOD,83273861100017.0,22310,ÉTÉ METROPOLITAIN,2019-05-22/2019-11-22,Inférieur à 30 000€,aide en numéraire,43636,43607,BORDEAUX METROPOLE,24330031600011.0
GARAGE MODERNE,43470528100000.0,15000,ESS Fonctionnement,2020-01-30/2020-07-30,Inférieur à 30 000€,aide en numéraire,43887,43860,BORDEAUX METROPOLE,24330031600000.0
Garage Moderne,43470528100021.0,56000,Maisons Métropolitaines  des Mobilités Alternatives 2024,2024-09-16/2025-03-16,Entre 30 000€ et 100 000€,aide en numéraire,45673,45551,BORDEAUX METROPOLE,24330031600011.0
GARAGE MODERNE,43470528100021.0,30000,Subvention de Fonctionnement,2022-11-21/2023-05-21,Inférieur à 30 000€,aide en numéraire,44897,44886,BORDEAUX METROPOLE,24330031600011.0
GARAGE MODERNE,43470528100021.0,1500000,Subvention d'investissement,2022-11-21/2023-05-21,Supérieur à 500 000€,aide en numéraire,44897,44886,BORDEAUX METROPOLE,24330031600011.0
GARAGE MODERNE,43470528100021.0,30000,Subvention de Fonctionnement,2022-01-04/2022-07-04,Inférieur à 30 000€,aide en numéraire,44624,44565,BORDEAUX METROPOLE,24330031600011.0
GARAGE MODERNE,43470528100021.0,54600,Convention pluriannuelle 2025 à 2027 de fonctionnement MAMMA,2025-03-18/2025-09-18,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45734,BORDEAUX METROPOLE,24330031600011.0
GARAGE MODERNE,43470528100021.0,15240,Aide au fonctionnement,2025-07-17 / 2026-01-17,Inférieur à 30 000€,Aide en numéraire,45911,45855,BORDEAUX METROPOLE,24330031600011.0
GARAGE MODERNE,43470528100021.0,70689,Aide à l'investissement,2025-06-26 / 2025-12-26,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45834,BORDEAUX METROPOLE,24330031600011.0
GBOBETO,84326967100015.0,60000,AAP 2024-2025 SOLIDARITE DECHETS,2024-12-20 / 2025-06-20,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45646,BORDEAUX METROPOLE,24330031600011.0
GERMAINE VEILLE,84231008800013.0,25000,Fonctionnement,2021-06-22/2021-12-22,Inférieur à 30 000€,aide en numéraire,44518,44369,BORDEAUX METROPOLE,24330031600011.0
GERMAINE VEILLE,84231008800013.0,90000,Aide à l'investissement,2025-06-26 / 2025-12-26,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45834,BORDEAUX METROPOLE,24330031600011.0
GERMAINE VEILLE,84231008800013.0,50000,Aide au fonctionnement,2025-06-26 / 2025-12-26,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45834,BORDEAUX METROPOLE,24330031600011.0
GIHP,31231100400039.0,30000,aide au fonctionnement,2024-06-26/2024-12-26,Inférieur à 30 000€,aide en numéraire,45537,45469,BORDEAUX METROPOLE,24330031600011.0
GIHP AQUITAINE,31231100400047.0,30000,Projet prévention et habitat,2025-10-29 / 2026-04-29,Inférieur à 30 000€,Aide en numéraire,46036,45959,BORDEAUX METROPOLE,24330031600011.0
GIHP INSERT PERS HAND,31231100400039.0,5000,Zéro déchets,2018-10-09/2019-04-09,Inférieur à 30 000€,aide en numéraire,43502,43382,BORDEAUX METROPOLE,24330031600011.0
GIP GPV RIVE DROITE,18330038300019.0,222150,Aide au fonctionnement,2025-03-05/2025-09-05,Entre 100 000€ et 500 000€,Aide en numéraire,45751,45721,BORDEAUX METROPOLE,24330031600011.0
GIRONDE TOURISME,78184375000000.0,180000,Fonctionnement,2020-03-27/2020-09-27,Entre 100 000€ et 500 000€,aide en numéraire,43929,43917,BORDEAUX METROPOLE,24330031600000.0
Girondins de Bordeaux,32205354700053.0,25000,Aide au fonctionnement,2023-05-03/2023-11-03,Inférieur à 30 000€,aide en numéraire,45097,45049,BORDEAUX METROPOLE,24330031600011.0
Girondins de Bordeaux Omnisports,32205354700053.0,25000,aide au fonctionnement,2024-05-05/2024-11-05,Inférieur à 30 000€,aide en numéraire,45537,45417,BORDEAUX METROPOLE,24330031600011.0
Global Social Economy Forum (GSEF),91197691800019.0,80000,Aide au fonctionnement,2023-04-28/2023-10-28,Entre 30 000€ et 100 000€,aide en numéraire,45097,45044,BORDEAUX METROPOLE,24330031600011.0
GPT EMPLOYEURS GRAND PARC,92179265100025.0,15000,Aide à l'investissement,2025-07-07 / 2026-01-07,Inférieur à 30 000€,Aide en numéraire,45911,45845,BORDEAUX METROPOLE,24330031600011.0
GRAINE AQUITAINE,38956456800027.0,52500,Subvention de Fonctionnement,2022-07-18/2023-01-18,Entre 30 000€ et 100 000€,aide en numéraire,44897,44760,BORDEAUX METROPOLE,24330031600011.0
Graine Nouvelle Aquitaine,38956456800027.0,52500,Aide au fonctionnement,2023-04-14/2023-10-14,Entre 30 000€ et 100 000€,aide en numéraire,45097,45030,BORDEAUX METROPOLE,24330031600011.0
Graine Nouvelle Aquitaine,38956456800027.0,52500,aide au fonctionnement,2024-03-29/2024-09-29,Entre 30 000€ et 100 000€,aide en numéraire,45537,45380,BORDEAUX METROPOLE,24330031600011.0
GRAINE NOUVELLE-AQUITAINE,38956456800027.0,52500,Juniors du dévelop. durable,2021-03-18/2021-09-18,Entre 30 000€ et 100 000€,aide en numéraire,44518,44273,BORDEAUX METROPOLE,24330031600011.0
GROUSSET JOSEPHINE,80287136800022.0,1309,Aide à l'investissement FILA 2024,2025-03-31 / 2025-09-30,Inférieur à 30 000€,Aide en numéraire,45695,45747,BORDEAUX METROPOLE,24330031600011.0
GSEF,91197691800019.0,80000,Subvention de fonctionnement,2022-05-19/2022-11-19,Entre 30 000€ et 100 000€,aide en numéraire,44805,44700,BORDEAUX METROPOLE,24330031600011.0
GSEF,91197691800019.0,80000,Aide au fonctionnement,2025-05-12 / 2025-11-12,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45789,BORDEAUX METROPOLE,24330031600011.0
HABITAT JEUNES DE LEVAIN,78181271400017.0,28250,Lutte contre la précarité alimentaire,2021-06-07/2021-12-07,Inférieur à 30 000€,aide en numéraire,44418,44354,BORDEAUX METROPOLE,24330031600011.0
HABITAT JEUNES HAUTS DE GARONNE,32404359500010.0,28250,Lutte contre la précarité alimentaire,2021-06-17/2021-12-17,Inférieur à 30 000€,aide en numéraire,44418,44364,BORDEAUX METROPOLE,24330031600011.0
HALLE BIO D'AQUITAINE,83123923100010.0,18097,Aide à l'investissement,2025-03-27/2025-09-27,Inférieur à 30 000€,Aide en numéraire,45695,45743,BORDEAUX METROPOLE,24330031600011.0
HALTE 33,48773632400046.0,5400,Projet ALLADIN 2022,2022-08-22/2023-02-22,Inférieur à 30 000€,aide en numéraire,44897,44795,BORDEAUX METROPOLE,24330031600011.0
HAPANA,81752354100016.0,3000,Action habitat,2019-04-16/2019-10-16,Inférieur à 30 000€,aide en numéraire,43636,43571,BORDEAUX METROPOLE,24330031600011.0
Haut de Garonne Développement,34975346700043.0,45000,Aide au fonctionement,2023-11-08/2024-05-08,Entre 30 000€ et 100 000€,aide en numéraire,45324,45238,BORDEAUX METROPOLE,24330031600011.0
Haut de Garonne Développement,34975346700050.0,115000,aide au fonctionnement,2024-05-21/2024-11-21,Entre 100 000€ et 500 000€,aide en numéraire,45537,45433,BORDEAUX METROPOLE,24330031600011.0
Haut de Garonne Développement,34975346700043.0,35000,Action spécifique à la filière écoconstruction,2023-11-08/2024-05-08,Entre 30 000€ et 100 000€,aide en numéraire,45324,45238,BORDEAUX METROPOLE,24330031600011.0
Haut de Garonne Développement,34975346700043.0,34988,PLIE 2023,2023-12-04/2024-06-04,Entre 30 000€ et 100 000€,aide en numéraire,45324,45264,BORDEAUX METROPOLE,24330031600011.0
Haut de Garonne Développement,34975346700043.0,35000,Action spécifique pépinière de Château Brignon,2023-11-08/2024-05-08,Entre 30 000€ et 100 000€,aide en numéraire,45324,45238,BORDEAUX METROPOLE,24330031600011.0
Haut de Garonne Développement,34975346700043.0,11000,Action spécifique Elles Entreprendre,2023-11-08/2024-05-08,Inférieur à 30 000€,aide en numéraire,45324,45238,BORDEAUX METROPOLE,24330031600011.0
HAUTS DE GARONNE,34975346700043.0,45000,Investissement,2019-06-26/2019-12-26,Entre 30 000€ et 100 000€,aide en numéraire,43724,43642,BORDEAUX METROPOLE,24330031600011.0
HAUTS DE GARONNE,34975346700000.0,56000,Actions dévelop. économ. local et fonctionnement,2020-04-10/2020-10-10,Entre 30 000€ et 100 000€,aide en numéraire,43984,43931,BORDEAUX METROPOLE,24330031600000.0
Hauts de Garonne,34975346700050.0,27264,PLIE 2024,2024-07-01/2025-01-01,Inférieur à 30 000€,aide en numéraire,45537,45474,BORDEAUX METROPOLE,24330031600011.0
HAUTS DE GARONNE,34975346700043.0,45000,Fonctionnement,2019-06-26/2019-12-26,Entre 30 000€ et 100 000€,aide en numéraire,43724,43642,BORDEAUX METROPOLE,24330031600011.0
HAUTS DE GARONNE DEVELOPPEMENT,34975346700043.0,116000,Subvention de fonctionnement,2022-09-07/2023-03-07,Entre 100 000€ et 500 000€,aide en numéraire,44897,44811,BORDEAUX METROPOLE,24330031600011.0
HAUTS DE GARONNE DEVELOPPEMENT,34975346700043.0,35000,Château Brignon,2021-10-07/2022-04-07,Entre 30 000€ et 100 000€,aide en numéraire,44518,44476,BORDEAUX METROPOLE,24330031600011.0
HAUTS DE GARONNE DEVELOPPEMENT,34975346700043.0,11000,Pépinière de Floirac,2021-10-07/2022-04-07,Inférieur à 30 000€,aide en numéraire,44518,44476,BORDEAUX METROPOLE,24330031600011.0
HAUTS DE GARONNE DEVELOPPEMENT,34975346700050.0,11000,"Aide au fonctionnement - programme ""Elles entreprendre""",2025-05-06 / 2025-11-06,Inférieur à 30 000€,Aide en numéraire,45695,45783,BORDEAUX METROPOLE,24330031600011.0
HEPTAGONE,88449735500013.0,44200,Aide à l'investissement,2025-06-26 / 2025-12-26,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45834,BORDEAUX METROPOLE,24330031600011.0
HEPTAGONE,88449735500013.0,10300,Aide au fonctionnement,2025-06-26 / 2025-12-26,Inférieur à 30 000€,Aide en numéraire,46036,45834,BORDEAUX METROPOLE,24330031600011.0
HIPPODROME LE BOUSCAT,78184354500026.0,77577,Aide à l'investissement,2025-01-07/2025-07-07,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45664,BORDEAUX METROPOLE,24330031600011.0
Hopital Suburbain,33785791600015.0,47000,Contrat Local de Santé,2024-02-21/2024-08-21,Entre 30 000€ et 100 000€,aide en numéraire,45537,45343,BORDEAUX METROPOLE,24330031600011.0
HYDRAULIQUE SANS FRONTIERES,38278967500032.0,50000,Action solidarité internationale eau,2020-02-20/2020-08-20,Entre 30 000€ et 100 000€,aide en numéraire,44418,43881,BORDEAUX METROPOLE,24330031600011.0
HYDRAULIQUE SANS FRONTIERES,38278967500032.0,45000,AAP SOLIDARITE EAU,2025-01-23/2025-07-23,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45680,BORDEAUX METROPOLE,24330031600011.0
ID DEVELOPPEMENT,39459802300000.0,50000,AP international solidarité eau TAHITI,2020-02-20/2020-08-20,Entre 30 000€ et 100 000€,aide en numéraire,44068,43881,BORDEAUX METROPOLE,24330031600000.0
IDDAC,38389023300000.0,12000,Eté métropolitain,2020-06-15/2020-12-15,Inférieur à 30 000€,aide en numéraire,44068,43997,BORDEAUX METROPOLE,24330031600000.0
IDDAC,38389023300026.0,16000,Juniors du dévelop. durable,2021-03-18/2021-09-18,Inférieur à 30 000€,aide en numéraire,44518,44273,BORDEAUX METROPOLE,24330031600011.0
IDDAC,38389023300026.0,17500,Fonctionnement,2019-06-04/2019-12-04,Inférieur à 30 000€,aide en numéraire,43636,43620,BORDEAUX METROPOLE,24330031600011.0
IFAID,33884976300036.0,20000,Soutien au dispositif local d'accompagnement,2021-10-25/2022-04-25,Inférieur à 30 000€,aide en numéraire,44550,44494,BORDEAUX METROPOLE,24330031600011.0
IMMO DE France AQUITAINE,52899860200023.0,8877,Aide à l'investissement 1M Arbres,2025-01-27 / 2025-07-27,Inférieur à 30 000€,Aide en numéraire,45695,45684,BORDEAUX METROPOLE,24330031600011.0
IMPACT SUMMIT,84532179300000.0,35000,Fonctionnement,2020-10-27/2021-04-27,Entre 30 000€ et 100 000€,aide en numéraire,44166,44131,BORDEAUX METROPOLE,24330031600000.0
IMPACT SUMMIT,84532179300018.0,35000,Convention de partenariat,2021-10-11/2022-04-11,Entre 30 000€ et 100 000€,aide en numéraire,44550,44480,BORDEAUX METROPOLE,24330031600011.0
IN VIVO FILMS,80988876100057.0,30000,Aide au fonctionnement,2025-07-15 / 2026-01-15,Inférieur à 30 000€,Aide en numéraire,45911,45853,BORDEAUX METROPOLE,24330031600011.0
INNO VIN,49874718700025.0,40000,Subvention de fonctionnement,2022-04-13/2022-10-13,Entre 30 000€ et 100 000€,aide en numéraire,44713,44664,BORDEAUX METROPOLE,24330031600011.0
INSTITUT 3IE,81240643700028.0,50000,Subvention de Fonctionnement,2022-01-24/2022-07-24,Entre 30 000€ et 100 000€,aide en numéraire,44624,44585,BORDEAUX METROPOLE,24330031600011.0
INTERCOMMUNALITES DE France,38906263900056.0,60000,32° Convention nat. de l’Intercommunalité,2022-09-30/2023-03-30,Entre 30 000€ et 100 000€,aide en numéraire,44943,44834,BORDEAUX METROPOLE,24330031600011.0
INVEST IN BORDEAUX,40919981700050.0,487775,Fonctionnement,2021-04-22/2021-10-22,Entre 100 000€ et 500 000€,aide en numéraire,44418,44308,BORDEAUX METROPOLE,24330031600011.0
Invest In Bordeaux,40919981700050.0,527775,Aide au fonctionnement,2023-03-06/2023-09-06,Supérieur à 500 000€,aide en numéraire,45014,44991,BORDEAUX METROPOLE,24330031600011.0
INVEST IN BORDEAUX,40919981700050.0,487775,Fonctionnement,2019-06-05/2019-12-05,Entre 100 000€ et 500 000€,aide en numéraire,43636,43621,BORDEAUX METROPOLE,24330031600011.0
INVEST IN BORDEAUX,40919981700000.0,487775,Fonctionnement,2020-03-05/2020-09-05,Entre 100 000€ et 500 000€,aide en numéraire,43929,43895,BORDEAUX METROPOLE,24330031600000.0
INVEST IN BORDEAUX,40919981700050.0,487775,Subvention de fonctionnement,2022-04-20/2022-10-20,Entre 100 000€ et 500 000€,aide en numéraire,44713,44671,BORDEAUX METROPOLE,24330031600011.0
Invest In Bordeaux,40919981700068.0,527775,aide au fonctionnement,2024-02-29/2024-08-29,Supérieur à 500 000€,aide en numéraire,45386,45351,BORDEAUX METROPOLE,24330031600011.0
INVEST IN BORDEAUX,40919981700068.0,527775,Aide au fonctionnement,2025-03-19/2025-09-19,Supérieur à 500 000€,Aide en numéraire,45751,45735,BORDEAUX METROPOLE,24330031600011.0
Jeunes Science Bordeaux,34077248200014.0,4000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
JEUNESSE HABITAT SOLIDAIRE,78181276300022.0,40250,Lutte contre la précarité alimentaire,2021-06-01/2021-12-01,Entre 30 000€ et 100 000€,aide en numéraire,44418,44348,BORDEAUX METROPOLE,24330031600011.0
JLA PRODUCTION,39787018900040.0,35000,Aide au fonctionnement,2025-07-10 / 2026-01-10,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45848,BORDEAUX METROPOLE,24330031600011.0
JUMPING INTERNATIONAL,42052348000016.0,34000,Jumping,2019-02-27/2019-08-27,Entre 30 000€ et 100 000€,aide en numéraire,43557,43523,BORDEAUX METROPOLE,24330031600011.0
JUNIA,78370700300035.0,3000000,Aide à l'investissement,2022-05-30/2022-11-30,Supérieur à 500 000€,aide en numéraire,44805,44711,BORDEAUX METROPOLE,24330031600011.0
KIMVUKA MVUALA TATU,89124340400011.0,46500,AAP 2024-2025 SOLIDARITE DECHETS,2024-12-20 / 2025-06-20,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45646,BORDEAUX METROPOLE,24330031600011.0
Konexio,82424482600023.0,8000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
KONEXIO,82424482600023.0,35000,Subvention de fonctionnement,2022-01-24/2022-07-24,Entre 30 000€ et 100 000€,aide en numéraire,44713,44585,BORDEAUX METROPOLE,24330031600011.0
KONEXIO,82424482600023.0,8000,Projet ALLADIN 2022,2022-08-24/2023-02-24,Inférieur à 30 000€,aide en numéraire,44897,44797,BORDEAUX METROPOLE,24330031600011.0
KONEXIO,82424482600064.0,10000,AAP CONTRAT LOCAL DES SOLIDARITES,2024-12-23/2025-06-23,Inférieur à 30 000€,Aide en numéraire,45751,45649,BORDEAUX METROPOLE,24330031600011.0
